Fold,Policy key,Train end,Test start,Test end,Test excess %,Test CAGR %,Test max drawdown %,Test Sharpe,Test turnover
7,entry_target_60,2021-09-08,2021-09-09,2022-09-08,-32.500793379292894,-42.29327671517097,-56.29653261814599,-0.6314545583539409,1.398345401695199
7,entry_target_50,2021-09-08,2021-09-09,2022-09-08,-27.3499306527878,-37.11042026440733,-51.566449181777244,-0.6187368748394482,1.1652878347459994
7,entry_target_40,2021-09-08,2021-09-09,2022-09-08,-22.04124153542998,-31.767226538199832,-46.504293740713564,-0.6015723893921807,0.9322302677967995
7,entry_target_30,2021-09-08,2021-09-09,2022-09-08,-16.609960698315962,-26.29916129991432,-41.11074104254337,-0.577504262750607,0.6991727008475994
7,entry_high_vol_half,2021-09-08,2021-09-09,2022-09-08,-23.59922461834104,-33.33548965727952,-48.01056107591683,-0.6071396048225733,1.0
7,entry_leverage_ladder,2021-09-08,2021-09-09,2022-09-08,-26.778108631045317,-36.534954009650775,-50.53125658307962,-0.6182505058300106,2.0
7,entry_half,2021-09-08,2021-09-09,2022-09-08,-23.59922461834104,-33.33548965727952,-48.01056107591683,-0.6071396048225733,1.0
8,current_tqqq,2022-09-08,2022-09-09,2023-09-08,33.23437716633224,37.80880898420711,-47.48182376649108,0.8913172087846483,0.0
8,entry_target_60,2022-09-08,2022-09-09,2023-09-08,26.69991974487369,33.46864072062803,-36.70355728259677,0.8880923549020182,0.0
8,entry_target_50,2022-09-08,2022-09-09,2023-09-08,23.243432756058112,30.86116324988526,-32.21602464389355,0.8849430176510742,0.0
8,entry_target_40,2022-09-08,2022-09-09,2023-09-08,19.327553878338975,27.77937653634257,-28.002150005019466,0.8798485164440285,0.0
8,entry_target_30,2022-09-08,2022-09-09,2023-09-08,14.996315932428317,24.258648532753966,-24.346711574711065,0.8715557100070981,0.0
8,entry_high_vol_half,2022-09-08,2022-09-09,2023-09-08,20.511093327648354,28.72243413911999,-29.042038793110436,0.8815887111530161,0.0
8,entry_leverage_ladder,2022-09-08,2022-09-09,2023-09-08,25.046485914434857,32.59648664635832,-32.6880712055708,0.9181003765310132,0.0
8,entry_half,2022-09-08,2022-09-09,2023-09-08,20.511093327648354,28.72243413911999,-29.042038793110436,0.8815887111530161,0.0
9,current_tqqq,2023-09-08,2023-09-11,2024-09-08,17.854392987095324,36.81429608712894,-26.089006338352405,1.387804031146575,2.0
9,entry_target_60,2023-09-08,2023-09-11,2024-09-08,12.763174542583577,32.89602843701256,-20.89179415761462,1.486023736819527,1.398345401695199
9,entry_target_50,2023-09-08,2023-09-11,2024-09-08,10.718430605035678,31.288397748316132,-18.82631846272953,1.530849612505794,1.1652878347459994
9,entry_target_40,2023-09-08,2023-09-11,2024-09-08,8.637167099674347,29.633942058643647,-16.732360220271104,1.5786930502204815,0.9322302677967995
9,entry_target_30,2023-09-08,2023-09-11,2024-09-08,6.52203566734233,27.93490944956314,-14.610437494098727,1.6275451943221235,0.6991727008475994
9,entry_high_vol_half,2023-09-08,2023-09-11,2024-09-08,9.245978158295266,30.11973054416439,-17.344159915349632,1.5645546767123246,1.0
9,entry_leverage_ladder,2023-09-08,2023-09-11,2024-09-08,10.71847835699784,31.148296209130933,-17.56392325467947,1.5541044494523752,2.0
9,entry_half,2023-09-08,2023-09-11,2024-09-08,9.245978158295266,30.11973054416439,-17.344159915349632,1.5645546767123246,1.0
10,current_tqqq,2024-09-06,2024-09-09,2025-09-08,30.945283279076197,51.12057840318911,-18.689404677475054,1.683978373614882,2.0
10,entry_target_60,2024-09-06,2024-09-09,2025-09-08,23.129301906436762,43.35477788797415,-18.689404677475018,1.6312016889224614,1.5113317600411085
10,entry_target_50,2024-09-06,2024-09-09,2025-09-08,19.158567930877556,39.41008390234544,-18.689404677475018,1.5903378039298626,1.2594431333675904
10,entry_target_40,2024-09-06,2024-09-09,2025-09-08,15.230922246864843,35.508571405884325,-18.689404677475018,1.5372042679577578,1.0075545066940723
10,entry_target_30,2024-09-06,2024-09-09,2025-09-08,11.34891054120406,31.652766985061653,-18.689404677475018,1.4692184213156385,0.7556658800205542
10,entry_high_vol_half,2024-09-06,2024-09-09,2025-09-08,15.113818919459487,35.39225309070246,-18.689404677475018,1.535394541249455,1.0
10,entry_leverage_ladder,2024-09-06,2024-09-09,2025-09-08,16.095750339362212,36.36761260995045,-18.689404677475018,1.5377158095468182,2.0
10,entry_half,2024-09-06,2024-09-09,2025-09-08,15.113818919459487,35.39225309070246,-18.689404677475018,1.535394541249455,1.0
11,current_tqqq,2025-09-08,2025-09-09,2026-09-08,66.52278388097548,85.07101779815689,-16.246275263047295,2.2122772037945784,6.0
11,entry_target_60,2025-09-08,2025-09-09,2026-09-08,52.3784155477921,71.20394720334717,-13.973632142546267,2.198851400987307,4.808863603058876
11,entry_target_50,2025-09-08,2025-09-09,2026-09-08,42.596608565492986,61.55371727870784,-12.174523104553492,2.1723697702146096,4.007386335882396
11,entry_target_40,2025-09-08,2025-09-09,2026-09-08,33.249376079481216,52.32595347763775,-10.356916902959036,2.130585649519418,3.2059090687059175
11,entry_target_30,2025-09-08,2025-09-09,2026-09-08,24.326808312613068,43.51151225008716,-8.90046083869409,2.0631368257469087,2.4044318015294377
11,entry_high_vol_half,2025-09-08,2025-09-09,2026-09-08,30.423716537867506,49.50483708245726,-9.696373241935207,2.1070845736785735,3.0
11,entry_leverage_ladder,2025-09-08,2025-09-09,2026-09-08,36.750183296053486,55.81239505014559,-10.932059787708825,2.159359078876912,6.0
11,entry_half,2025-09-08,2025-09-09,2026-09-08,30.423716537867506,49.50483708245726,-9.696373241935207,2.1070845736785735,3.0
